9 9
0 17 8 0 44 0 0 0 0 
0 35 0 0 35 0 0 0 0 
0 35 0 0 35 0 0 0 0 
17 17 0 0 35 0 0 0 0 
35 0 0 0 53 26 26 26 26 
53 35 35 35 35 0 0 0 0 
0 0 0 0 35 0 0 0 0 
0 0 0 0 35 0 0 0 0 
0 0 0 0 0 35 0 0 0 
