0.020000 0.020000 -0.000085
0.020000 0.040000 -0.000119
0.020000 0.060000 -0.000137
0.020000 0.080000 -0.000150
0.020000 0.100000 -0.000161
0.020000 0.120000 -0.000173
0.020000 0.140000 -0.000185
0.020000 0.160000 -0.000199
0.020000 0.180000 -0.000213
0.020000 0.200000 -0.000229
0.020000 0.220000 -0.000246
0.020000 0.240000 -0.000264
0.020000 0.260000 -0.000283
0.020000 0.280000 -0.000303
0.020000 0.300000 -0.000323
0.020000 0.320000 -0.000342
0.020000 0.340000 -0.000362
0.020000 0.360000 -0.000380
0.020000 0.380000 -0.000397
0.020000 0.400000 -0.000412
0.020000 0.420000 -0.000424
0.020000 0.440000 -0.000433
0.020000 0.460000 -0.000438
0.020000 0.480000 -0.000440
0.020000 0.500000 -0.000438
0.020000 0.520000 -0.000433
0.020000 0.540000 -0.000424
0.020000 0.560000 -0.000412
0.020000 0.580000 -0.000397
0.020000 0.600000 -0.000380
0.020000 0.620000 -0.000362
0.020000 0.640000 -0.000343
0.020000 0.660000 -0.000323
0.020000 0.680000 -0.000304
0.020000 0.700000 -0.000285
0.020000 0.720000 -0.000266
0.020000 0.740000 -0.000249
0.020000 0.760000 -0.000232
0.020000 0.780000 -0.000218
0.020000 0.800000 -0.000204
0.020000 0.820000 -0.000192
0.020000 0.840000 -0.000182
0.020000 0.860000 -0.000174
0.020000 0.880000 -0.000167
0.020000 0.900000 -0.000163
0.020000 0.920000 -0.000161
0.020000 0.940000 -0.000162
0.020000 0.960000 -0.000167
0.020000 0.980000 -0.000183
0.040000 0.020000 -0.000222
0.040000 0.040000 -0.000254
0.040000 0.060000 -0.000279
0.040000 0.080000 -0.000301
0.040000 0.100000 -0.000322
0.040000 0.120000 -0.000345
0.040000 0.140000 -0.000370
0.040000 0.160000 -0.000396
0.040000 0.180000 -0.000426
0.040000 0.200000 -0.000457
0.040000 0.220000 -0.000491
0.040000 0.240000 -0.000528
0.040000 0.260000 -0.000566
0.040000 0.280000 -0.000605
0.040000 0.300000 -0.000645
0.040000 0.320000 -0.000685
0.040000 0.340000 -0.000724
0.040000 0.360000 -0.000762
0.040000 0.380000 -0.000796
0.040000 0.400000 -0.000826
0.040000 0.420000 -0.000851
0.040000 0.440000 -0.000869
0.040000 0.460000 -0.000880
0.040000 0.480000 -0.000884
0.040000 0.500000 -0.000881
0.040000 0.520000 -0.000869
0.040000 0.540000 -0.000851
0.040000 0.560000 -0.000826
0.040000 0.580000 -0.000796
0.040000 0.600000 -0.000762
0.040000 0.620000 -0.000725
0.040000 0.640000 -0.000687
0.040000 0.660000 -0.000647
0.040000 0.680000 -0.000607
0.040000 0.700000 -0.000568
0.040000 0.720000 -0.000531
0.040000 0.740000 -0.000496
0.040000 0.760000 -0.000463
0.040000 0.780000 -0.000434
0.040000 0.800000 -0.000407
0.040000 0.820000 -0.000383
0.040000 0.840000 -0.000363
0.040000 0.860000 -0.000346
0.040000 0.880000 -0.000333
0.040000 0.900000 -0.000323
0.040000 0.920000 -0.000319
0.040000 0.940000 -0.000319
0.040000 0.960000 -0.000326
0.040000 0.980000 -0.000341
0.060000 0.020000 -0.000367
0.060000 0.040000 -0.000395
0.060000 0.060000 -0.000423
0.060000 0.080000 -0.000452
0.060000 0.100000 -0.000483
0.060000 0.120000 -0.000516
0.060000 0.140000 -0.000552
0.060000 0.160000 -0.000592
0.060000 0.180000 -0.000635
0.060000 0.200000 -0.000683
0.060000 0.220000 -0.000734
0.060000 0.240000 -0.000789
0.060000 0.260000 -0.000847
0.060000 0.280000 -0.000907
0.060000 0.300000 -0.000968
0.060000 0.320000 -0.001029
0.060000 0.340000 -0.001089
0.060000 0.360000 -0.001146
0.060000 0.380000 -0.001199
0.060000 0.400000 -0.001245
0.060000 0.420000 -0.001284
0.060000 0.440000 -0.001312
0.060000 0.460000 -0.001330
0.060000 0.480000 -0.001336
0.060000 0.500000 -0.001330
0.060000 0.520000 -0.001313
0.060000 0.540000 -0.001284
0.060000 0.560000 -0.001246
0.060000 0.580000 -0.001200
0.060000 0.600000 -0.001147
0.060000 0.620000 -0.001090
0.060000 0.640000 -0.001031
0.060000 0.660000 -0.000970
0.060000 0.680000 -0.000910
0.060000 0.700000 -0.000851
0.060000 0.720000 -0.000794
0.060000 0.740000 -0.000741
0.060000 0.760000 -0.000692
0.060000 0.780000 -0.000646
0.060000 0.800000 -0.000606
0.060000 0.820000 -0.000570
0.060000 0.840000 -0.000540
0.060000 0.860000 -0.000514
0.060000 0.880000 -0.000494
0.060000 0.900000 -0.000480
0.060000 0.920000 -0.000471
0.060000 0.940000 -0.000469
0.060000 0.960000 -0.000475
0.060000 0.980000 -0.000488
0.080000 0.020000 -0.000510
0.080000 0.040000 -0.000537
0.080000 0.060000 -0.000568
0.080000 0.080000 -0.000602
0.080000 0.100000 -0.000640
0.080000 0.120000 -0.000683
0.080000 0.140000 -0.000730
0.080000 0.160000 -0.000783
0.080000 0.180000 -0.000841
0.080000 0.200000 -0.000905
0.080000 0.220000 -0.000974
0.080000 0.240000 -0.001048
0.080000 0.260000 -0.001126
0.080000 0.280000 -0.001207
0.080000 0.300000 -0.001290
0.080000 0.320000 -0.001374
0.080000 0.340000 -0.001457
0.080000 0.360000 -0.001536
0.080000 0.380000 -0.001609
0.080000 0.400000 -0.001673
0.080000 0.420000 -0.001726
0.080000 0.440000 -0.001767
0.080000 0.460000 -0.001791
0.080000 0.480000 -0.001800
0.080000 0.500000 -0.001791
0.080000 0.520000 -0.001767
0.080000 0.540000 -0.001727
0.080000 0.560000 -0.001674
0.080000 0.580000 -0.001609
0.080000 0.600000 -0.001537
0.080000 0.620000 -0.001458
0.080000 0.640000 -0.001376
0.080000 0.660000 -0.001293
0.080000 0.680000 -0.001211
0.080000 0.700000 -0.001131
0.080000 0.720000 -0.001054
0.080000 0.740000 -0.000982
0.080000 0.760000 -0.000916
0.080000 0.780000 -0.000855
0.080000 0.800000 -0.000800
0.080000 0.820000 -0.000753
0.080000 0.840000 -0.000711
0.080000 0.860000 -0.000677
0.080000 0.880000 -0.000650
0.080000 0.900000 -0.000630
0.080000 0.920000 -0.000617
0.080000 0.940000 -0.000613
0.080000 0.960000 -0.000616
0.080000 0.980000 -0.000628
0.100000 0.020000 -0.000648
0.100000 0.040000 -0.000675
0.100000 0.060000 -0.000708
0.100000 0.080000 -0.000748
0.100000 0.100000 -0.000793
0.100000 0.120000 -0.000845
0.100000 0.140000 -0.000903
0.100000 0.160000 -0.000969
0.100000 0.180000 -0.001042
0.100000 0.200000 -0.001122
0.100000 0.220000 -0.001209
0.100000 0.240000 -0.001302
0.100000 0.260000 -0.001401
0.100000 0.280000 -0.001505
0.100000 0.300000 -0.001612
0.100000 0.320000 -0.001721
0.100000 0.340000 -0.001828
0.100000 0.360000 -0.001931
0.100000 0.380000 -0.002027
0.100000 0.400000 -0.002112
0.100000 0.420000 -0.002183
0.100000 0.440000 -0.002236
0.100000 0.460000 -0.002269
0.100000 0.480000 -0.002280
0.100000 0.500000 -0.002269
0.100000 0.520000 -0.002236
0.100000 0.540000 -0.002183
0.100000 0.560000 -0.002112
0.100000 0.580000 -0.002028
0.100000 0.600000 -0.001932
0.100000 0.620000 -0.001829
0.100000 0.640000 -0.001723
0.100000 0.660000 -0.001615
0.100000 0.680000 -0.001509
0.100000 0.700000 -0.001407
0.100000 0.720000 -0.001309
0.100000 0.740000 -0.001218
0.100000 0.760000 -0.001134
0.100000 0.780000 -0.001057
0.100000 0.800000 -0.000988
0.100000 0.820000 -0.000928
0.100000 0.840000 -0.000876
0.100000 0.860000 -0.000833
0.100000 0.880000 -0.000798
0.100000 0.900000 -0.000772
0.100000 0.920000 -0.000755
0.100000 0.940000 -0.000748
0.100000 0.960000 -0.000749
0.100000 0.980000 -0.000759
0.120000 0.020000 -0.000779
0.120000 0.040000 -0.000807
0.120000 0.060000 -0.000843
0.120000 0.080000 -0.000887
0.120000 0.100000 -0.000939
0.120000 0.120000 -0.001000
0.120000 0.140000 -0.001070
0.120000 0.160000 -0.001148
0.120000 0.180000 -0.001235
0.120000 0.200000 -0.001332
0.120000 0.220000 -0.001437
0.120000 0.240000 -0.001551
0.120000 0.260000 -0.001672
0.120000 0.280000 -0.001800
0.120000 0.300000 -0.001933
0.120000 0.320000 -0.002068
0.120000 0.340000 -0.002203
0.120000 0.360000 -0.002333
0.120000 0.380000 -0.002456
0.120000 0.400000 -0.002565
0.120000 0.420000 -0.002656
0.120000 0.440000 -0.002725
0.120000 0.460000 -0.002769
0.120000 0.480000 -0.002783
0.120000 0.500000 -0.002769
0.120000 0.520000 -0.002726
0.120000 0.540000 -0.002657
0.120000 0.560000 -0.002565
0.120000 0.580000 -0.002456
0.120000 0.600000 -0.002335
0.120000 0.620000 -0.002205
0.120000 0.640000 -0.002071
0.120000 0.660000 -0.001936
0.120000 0.680000 -0.001805
0.120000 0.700000 -0.001678
0.120000 0.720000 -0.001558
0.120000 0.740000 -0.001447
0.120000 0.760000 -0.001344
0.120000 0.780000 -0.001251
0.120000 0.800000 -0.001168
0.120000 0.820000 -0.001095
0.120000 0.840000 -0.001033
0.120000 0.860000 -0.000980
0.120000 0.880000 -0.000938
0.120000 0.900000 -0.000906
0.120000 0.920000 -0.000885
0.120000 0.940000 -0.000873
0.120000 0.960000 -0.000872
0.120000 0.980000 -0.000882
0.140000 0.020000 -0.000901
0.140000 0.040000 -0.000930
0.140000 0.060000 -0.000970
0.140000 0.080000 -0.001019
0.140000 0.100000 -0.001078
0.140000 0.120000 -0.001147
0.140000 0.140000 -0.001227
0.140000 0.160000 -0.001317
0.140000 0.180000 -0.001419
0.140000 0.200000 -0.001532
0.140000 0.220000 -0.001657
0.140000 0.240000 -0.001792
0.140000 0.260000 -0.001937
0.140000 0.280000 -0.002091
0.140000 0.300000 -0.002251
0.140000 0.320000 -0.002416
0.140000 0.340000 -0.002582
0.140000 0.360000 -0.002744
0.140000 0.380000 -0.002897
0.140000 0.400000 -0.003035
0.140000 0.420000 -0.003152
0.140000 0.440000 -0.003241
0.140000 0.460000 -0.003297
0.140000 0.480000 -0.003316
0.140000 0.500000 -0.003297
0.140000 0.520000 -0.003241
0.140000 0.540000 -0.003152
0.140000 0.560000 -0.003036
0.140000 0.580000 -0.002898
0.140000 0.600000 -0.002745
0.140000 0.620000 -0.002584
0.140000 0.640000 -0.002419
0.140000 0.660000 -0.002254
0.140000 0.680000 -0.002095
0.140000 0.700000 -0.001942
0.140000 0.720000 -0.001799
0.140000 0.740000 -0.001666
0.140000 0.760000 -0.001545
0.140000 0.780000 -0.001435
0.140000 0.800000 -0.001338
0.140000 0.820000 -0.001252
0.140000 0.840000 -0.001179
0.140000 0.860000 -0.001117
0.140000 0.880000 -0.001068
0.140000 0.900000 -0.001030
0.140000 0.920000 -0.001004
0.140000 0.940000 -0.000989
0.140000 0.960000 -0.000986
0.140000 0.980000 -0.000994
0.160000 0.020000 -0.001013
0.160000 0.040000 -0.001044
0.160000 0.060000 -0.001086
0.160000 0.080000 -0.001140
