-2093.235836 0
-2089.319206 0
-2090.575151 0
-2088.780297 0
-2084.145937 0
-2079.953172 0
-2081.621426 0
-2081.195908 0
-2087.744536 0
-2085.825546 0
-2089.389696 0
-2088.856752 0
-2088.589576 0
-2095.726279 0
-2085.770486 0
-2074.869587 0
-2091.680724 0
-2084.600389 0
-2091.920121 0
-2082.050127 0
-2085.650278 0
-2089.847150 0
-2090.021171 0
-2086.219883 0
-2085.462943 0
-2087.927409 0
-2089.122977 0
-2093.495991 0
-2091.189778 0
-2094.776573 0
-2097.587760 1
-2099.521036 1
-2107.284119 1
-2101.453470 1
-2102.956934 1
-2098.604293 1
-2099.623524 1
-2097.527327 1
-2106.146973 1
-2100.685390 1
-2100.267887 1
-2102.669328 1
-2103.946639 1
-2098.256275 1
-2101.237063 1
-2102.619044 1
-2101.825612 1
-2106.075349 1
-2106.976353 1
-2104.985386 1
-2103.707104 1
-2095.450927 1
-2098.589069 1
-2096.797936 1
-2097.847440 1
-2098.237131 1
-2102.478531 1
-2095.674144 1
-2102.964213 1
-2100.550474 1
