-1.000000 -7.831626
-0.999174 -7.825475
-0.998347 -7.819324
-0.997521 -7.813174
-0.996694 -7.807023
-0.995868 -7.800872
-0.995041 -7.794722
-0.994215 -7.788571
-0.993388 -7.782420
-0.992562 -7.776270
-0.991736 -7.770119
-0.990909 -7.763968
-0.990083 -7.757817
-0.989256 -7.751667
-0.988430 -7.745516
-0.987603 -7.739365
-0.986777 -7.733215
-0.985950 -7.727064
-0.985124 -7.720913
-0.984298 -7.714762
-0.983471 -7.708612
-0.982645 -7.702461
-0.981818 -7.696310
-0.980992 -7.690160
-0.980165 -7.684009
-0.979339 -7.677858
-0.978512 -7.671708
-0.977686 -7.665557
-0.976860 -7.659406
-0.976033 -7.653255
-0.975207 -7.647105
-0.974380 -7.640954
-0.973554 -7.634803
-0.972727 -7.628653
-0.971901 -7.622502
-0.971074 -7.616351
-0.970248 -7.610200
-0.969421 -7.604050
-0.968595 -7.597899
-0.967769 -7.591748
-0.966942 -7.585598
-0.966116 -7.579447
-0.965289 -7.573296
-0.964463 -7.567145
-0.963636 -7.560995
-0.962810 -7.554844
-0.961983 -7.548693
-0.961157 -7.542543
-0.960331 -7.536392
-0.959504 -7.530241
-0.958678 -7.524091
-0.957851 -7.517940
-0.957025 -7.511789
-0.956198 -7.505638
-0.955372 -7.499488
-0.954545 -7.493337
-0.953719 -7.487186
-0.952893 -7.481036
-0.952066 -7.474885
-0.951240 -7.468734
-0.950413 -7.462583
-0.949587 -7.456433
-0.948760 -7.450282
-0.947934 -7.444131
-0.947107 -7.437981
-0.946281 -7.431830
-0.945455 -7.425679
-0.944628 -7.419529
-0.943802 -7.413378
-0.942975 -7.407227
-0.942149 -7.401076
-0.941322 -7.394926
-0.940496 -7.388775
-0.939669 -7.382624
-0.938843 -7.376474
-0.938017 -7.370323
-0.937190 -7.364172
-0.936364 -7.358021
-0.935537 -7.351871
-0.934711 -7.345720
-0.933884 -7.339569
-0.933058 -7.333419
-0.932231 -7.327268
-0.931405 -7.321117
-0.930579 -7.314967
-0.929752 -7.308816
-0.928926 -7.302665
-0.928099 -7.296514
-0.927273 -7.290364
-0.926446 -7.284213
-0.925620 -7.278062
-0.924793 -7.271912
-0.923967 -7.265761
-0.923140 -7.259610
-0.922314 -7.253459
-0.921488 -7.247309
-0.920661 -7.241158
-0.919835 -7.235007
-0.919008 -7.228857
-0.918182 -7.222706
-0.917355 -7.216555
-0.916529 -7.210404
-0.915702 -7.204254
-0.914876 -7.198103
-0.914050 -7.191952
-0.913223 -7.185802
-0.912397 -7.179651
-0.911570 -7.173500
-0.910744 -7.167350
-0.909917 -7.161199
-0.909091 -7.155048
-0.908264 -7.148897
-0.907438 -7.142747
-0.906612 -7.136596
-0.905785 -7.130445
-0.904959 -7.124295
-0.904132 -7.118144
-0.903306 -7.111993
-0.902479 -7.105842
-0.901653 -7.099692
-0.900826 -7.093541
-0.900000 -7.087390
-0.899174 -7.081240
-0.898347 -7.075089
-0.897521 -7.068938
-0.896694 -7.062788
-0.895868 -7.056637
-0.895041 -7.050486
-0.894215 -7.044335
-0.893388 -7.038185
-0.892562 -7.032034
-0.891736 -7.025883
-0.890909 -7.019733
-0.890083 -7.013582
-0.889256 -7.007431
-0.888430 -7.001280
-0.887603 -6.995130
-0.886777 -6.988979
-0.885950 -6.982828
-0.885124 -6.976678
-0.884298 -6.970527
-0.883471 -6.964376
-0.882645 -6.958226
-0.881818 -6.952075
-0.880992 -6.945924
-0.880165 -6.939773
-0.879339 -6.933623
-0.878512 -6.927472
-0.877686 -6.921321
-0.876860 -6.915171
-0.876033 -6.909020
-0.875207 -6.902869
-0.874380 -6.896718
-0.873554 -6.890568
-0.872727 -6.884417
-0.871901 -6.878266
-0.871074 -6.872116
-0.870248 -6.865965
-0.869421 -6.859814
-0.868595 -6.853664
-0.867769 -6.847513
-0.866942 -6.841362
-0.866116 -6.835211
-0.865289 -6.829061
-0.864463 -6.822910
-0.863636 -6.816759
-0.862810 -6.810609
-0.861983 -6.804458
-0.861157 -6.798307
-0.860331 -6.792156
-0.859504 -6.786006
-0.858678 -6.779855
-0.857851 -6.773704
-0.857025 -6.767554
-0.856198 -6.761403
-0.855372 -6.755252
-0.854545 -6.749101
-0.853719 -6.742951
-0.852893 -6.736800
-0.852066 -6.730649
-0.851240 -6.724499
-0.850413 -6.718348
-0.849587 -6.712197
-0.848760 -6.706047
-0.847934 -6.699896
-0.847107 -6.693745
-0.846281 -6.687594
-0.845455 -6.681444
-0.844628 -6.675293
-0.843802 -6.669142
-0.842975 -6.662992
-0.842149 -6.656841
-0.841322 -6.650690
-0.840496 -6.644539
-0.839669 -6.638389
-0.838843 -6.632238
-0.838017 -6.626087
-0.837190 -6.619937
-0.836364 -6.613786
-0.835537 -6.607635
-0.834711 -6.601485
-0.833884 -6.595334
-0.833058 -6.589183
-0.832231 -6.583032
-0.831405 -6.576882
-0.830579 -6.570731
-0.829752 -6.564580
-0.828926 -6.558430
-0.828099 -6.552279
-0.827273 -6.546128
-0.826446 -6.539977
-0.825620 -6.533827
-0.824793 -6.527676
-0.823967 -6.521525
-0.823140 -6.515375
-0.822314 -6.509224
-0.821488 -6.503073
-0.820661 -6.496923
-0.819835 -6.490772
-0.819008 -6.484621
-0.818182 -6.478470
-0.817355 -6.472320
-0.816529 -6.466169
-0.815702 -6.460018
-0.814876 -6.453868
-0.814050 -6.447717
-0.813223 -6.441566
-0.812397 -6.435415
-0.811570 -6.429265
-0.810744 -6.423114
-0.809917 -6.416963
-0.809091 -6.410813
-0.808264 -6.404662
-0.807438 -6.398511
-0.806612 -6.392360
-0.805785 -6.386210
-0.804959 -6.380059
-0.804132 -6.373908
-0.803306 -6.367758
-0.802479 -6.361607
-0.801653 -6.355456
-0.800826 -6.349306
-0.800000 -6.343155
-0.799174 -6.337004
-0.798347 -6.330853
-0.797521 -6.324703
-0.796694 -6.318552
-0.795868 -6.312401
-0.795041 -6.306251
-0.794215 -6.300100
-0.793388 -6.293949
-0.792562 -6.287798
-0.791736 -6.281648
-0.790909 -6.275497
-0.790083 -6.269346
-0.789256 -6.263196
-0.788430 -6.257045
-0.787603 -6.250894
-0.786777 -6.244744
-0.785950 -6.238593
-0.785124 -6.232442
-0.784298 -6.226291
-0.783471 -6.220141
-0.782645 -6.213990
-0.781818 -6.207839
-0.780992 -6.201689
-0.780165 -6.195538
-0.779339 -6.189387
-0.778512 -6.183236
-0.777686 -6.177086
-0.776860 -6.170935
-0.776033 -6.164784
-0.775207 -6.158634
-0.774380 -6.152483
-0.773554 -6.146332
-0.772727 -6.140182
-0.771901 -6.134031
-0.771074 -6.127880
-0.770248 -6.121729
-0.769421 -6.115579
-0.768595 -6.109428
-0.767769 -6.103277
-0.766942 -6.097127
-0.766116 -6.090976
-0.765289 -6.084825
-0.764463 -6.078674
-0.763636 -6.072524
-0.762810 -6.066373
-0.761983 -6.060222
-0.761157 -6.054072
-0.760331 -6.047921
-0.759504 -6.041770
-0.758678 -6.035619
-0.757851 -6.029469
-0.757025 -6.023318
-0.756198 -6.017167
-0.755372 -6.011017
-0.754545 -6.004866
-0.753719 -5.998715
-0.752893 -5.992565
-0.752066 -5.986414
-0.751240 -5.980263
-0.750413 -5.974112
-0.749587 -5.967962
-0.748760 -5.961811
-0.747934 -5.955660
-0.747107 -5.949510
-0.746281 -5.943359
-0.745455 -5.937208
-0.744628 -5.931057
-0.743802 -5.924907
-0.742975 -5.918756
-0.742149 -5.912605
-0.741322 -5.906455
-0.740496 -5.900304
-0.739669 -5.894153
-0.738843 -5.888003
-0.738017 -5.881852
-0.737190 -5.875701
-0.736364 -5.869550
-0.735537 -5.863400
-0.734711 -5.857249
-0.733884 -5.851098
-0.733058 -5.844948
-0.732231 -5.838797
-0.731405 -5.832646
-0.730579 -5.826495
-0.729752 -5.820345
-0.728926 -5.814194
-0.728099 -5.808043
-0.727273 -5.801893
-0.726446 -5.795742
-0.725620 -5.789591
-0.724793 -5.783441
-0.723967 -5.777290
-0.723140 -5.771139
-0.722314 -5.764988
-0.721488 -5.758838
-0.720661 -5.752687
-0.719835 -5.746536
-0.719008 -5.740386
-0.718182 -5.734235
-0.717355 -5.728084
-0.716529 -5.721933
-0.715702 -5.715783
-0.714876 -5.709632
-0.714050 -5.703481
-0.713223 -5.697331
-0.712397 -5.691180
-0.711570 -5.685029
-0.710744 -5.678878
-0.709917 -5.672728
-0.709091 -5.666577
-0.708264 -5.660426
-0.707438 -5.654276
-0.706612 -5.648125
-0.705785 -5.641974
-0.704959 -5.635824
-0.704132 -5.629673
-0.703306 -5.623522
-0.702479 -5.617371
-0.701653 -5.611221
-0.700826 -5.605070
-0.700000 -5.598919
-0.699174 -5.592769
-0.698347 -5.586618
-0.697521 -5.580467
-0.696694 -5.574316
-0.695868 -5.568166
-0.695041 -5.562015
-0.694215 -5.555864
-0.693388 -5.549714
-0.692562 -5.543563
-0.691736 -5.537412
-0.690909 -5.531262
-0.690083 -5.525111
-0.689256 -5.518960
-0.688430 -5.512809
-0.687603 -5.506659
-0.686777 -5.500508
-0.685950 -5.494357
-0.685124 -5.488207
-0.684298 -5.482056
-0.683471 -5.475905
-0.682645 -5.469754
-0.681818 -5.463604
-0.680992 -5.457453
-0.680165 -5.451302
-0.679339 -5.445152
-0.678512 -5.439001
-0.677686 -5.432850
-0.676860 -5.426700
-0.676033 -5.420549
-0.675207 -5.414398
-0.674380 -5.408247
-0.673554 -5.402097
-0.672727 -5.395946
-0.671901 -5.389795
-0.671074 -5.383645
-0.670248 -5.377494
-0.669421 -5.371343
-0.668595 -5.365192
-0.667769 -5.359042
-0.666942 -5.352891
-0.666116 -5.346740
-0.665289 -5.340590
-0.664463 -5.334439
-0.663636 -5.328288
-0.662810 -5.322138
-0.661983 -5.315987
-0.661157 -5.309836
-0.660331 -5.303685
-0.659504 -5.297535
-0.658678 -5.291384
-0.657851 -5.285233
-0.657025 -5.279083
-0.656198 -5.272932
-0.655372 -5.266781
-0.654545 -5.260630
-0.653719 -5.254480
-0.652893 -5.248329
-0.652066 -5.242178
-0.651240 -5.236028
-0.650413 -5.229877
-0.649587 -5.223726
-0.648760 -5.217575
-0.647934 -5.211425
-0.647107 -5.205274
-0.646281 -5.199123
-0.645455 -5.192973
-0.644628 -5.186822
-0.643802 -5.180671
-0.642975 -5.174521
-0.642149 -5.168370
-0.641322 -5.162219
-0.640496 -5.156068
-0.639669 -5.149918
-0.638843 -5.143767
-0.638017 -5.137616
-0.637190 -5.131466
-0.636364 -5.125315
-0.635537 -5.119164
-0.634711 -5.113013
-0.633884 -5.106863
-0.633058 -5.100712
-0.632231 -5.094561
-0.631405 -5.088411
-0.630579 -5.082260
-0.629752 -5.076109
-0.628926 -5.069959
-0.628099 -5.063808
-0.627273 -5.057657
-0.626446 -5.051506
-0.625620 -5.045356
-0.624793 -5.039205
-0.623967 -5.033054
-0.623140 -5.026904
-0.622314 -5.020753
-0.621488 -5.014602
-0.620661 -5.008451
-0.619835 -5.002301
-0.619008 -4.996150
-0.618182 -4.989999
-0.617355 -4.983849
-0.616529 -4.977698
-0.615702 -4.971547
-0.614876 -4.965397
-0.614050 -4.959246
-0.613223 -4.953095
-0.612397 -4.946944
-0.611570 -4.940794
-0.610744 -4.934643
-0.609917 -4.928492
-0.609091 -4.922342
-0.608264 -4.916191
-0.607438 -4.910040
-0.606612 -4.903889
-0.605785 -4.897739
-0.604959 -4.891588
-0.604132 -4.885437
-0.603306 -4.879287
-0.602479 -4.873136
-0.601653 -4.866985
-0.600826 -4.860834
-0.600000 -4.854684
-0.599174 -4.848533
-0.598347 -4.842382
-0.597521 -4.836232
-0.596694 -4.830081
-0.595868 -4.823930
-0.595041 -4.817780
-0.594215 -4.811629
-0.593388 -4.805478
-0.592562 -4.799327
-0.591736 -4.793177
-0.590909 -4.787026
-0.590083 -4.780875
-0.589256 -4.774725
-0.588430 -4.768574
-0.587603 -4.762423
-0.586777 -4.756272
-0.585950 -4.750122
-0.585124 -4.743971
-0.584298 -4.737820
-0.583471 -4.731670
-0.582645 -4.725519
-0.581818 -4.719368
-0.580992 -4.713218
-0.580165 -4.707067
-0.579339 -4.700916
-0.578512 -4.694765
-0.577686 -4.688615
-0.576860 -4.682464
-0.576033 -4.676313
-0.575207 -4.670163
-0.574380 -4.664012
-0.573554 -4.657861
-0.572727 -4.651710
-0.571901 -4.645560
-0.571074 -4.639409
-0.570248 -4.633258
-0.569421 -4.627108
-0.568595 -4.620957
-0.567769 -4.614806
-0.566942 -4.608656
-0.566116 -4.602505
-0.565289 -4.596354
-0.564463 -4.590203
-0.563636 -4.584053
