9 9
0 0 0 0 0 0 0 0 0 
0 1464 162 477 32 119 86 0 0 
0 195 21 1268 108 21 0 10 0 
0 368 2277 43 0 0 498 0 0 
0 10 97 281 1258 0 0 0 0 
0 97 65 0 0 10 0 0 0 
0 0 0 162 0 0 715 0 0 
0 0 0 0 140 0 0 0 0 
0 0 0 0 0 0 0 0 0 
