94 0 0 0 1 2 1 1 1 0 
0 69 5 0 5 0 2 0 18 1 
0 0 97 0 1 1 0 0 1 0 
0 0 1 96 0 2 0 0 1 0 
0 0 0 0 97 1 0 0 0 2 
0 0 0 5 1 93 0 1 0 0 
6 0 0 0 0 2 87 0 5 0 
0 0 1 0 0 1 0 90 1 7 
0 0 0 5 1 4 0 0 84 6 
0 0 2 0 5 0 0 5 4 84 
