20 11
4 2 3 1 3 2 6 5 4 7 8
1 1 2 1 1 4 7 5 6 9 9
2 2 1 2 2 0 6 4 5 9 8
4 3 6 3 5 2 5 6 4 8 8
3 1 4 1 4 4 5 5 5 8 8
3 1 1 1 5 3 3 4 3 7 8
4 2 1 4 3 1 1 5 3 6 4
3 3 2 3 4 6 4 6 4 8 8
5 4 2 3 3 3 5 5 5 8 8
4 1 1 3 3 3 6 5 6 9 9
4 4 3 3 5 3 6 3 4 3 6
5 1 3 2 2 4 4 5 4 7 7
2 3 1 6 3 3 4 4 4 7 7
4 1 1 2 3 5 4 8 5 8 9
3 1 2 2 5 4 6 5 4 7 8
4 0 2 1 1 4 4 6 4 7 8
4 3 1 3 3 2 3 5 3 7 9
4 2 1 2 3 3 4 7 3 5 8
5 3 2 0 1 2 3 6 6 8 9
4 3 1 2 3 5 3 5 4 8 8
