30 16
0 0 0 0 0 2718 0 3384 0 1303 97 1844 0 0 457 194 
0 0 0 0 0 2548 0 2840 0 1753 178 1850 0 0 454 373 
0 0 0 0 0 2721 625 2680 0 1387 0 2217 0 40 0 326 
0 0 0 0 0 2881 302 3054 0 1628 244 1368 0 86 259 172 
0 0 0 0 0 2544 163 2959 0 1234 755 1599 0 75 125 541 
0 0 0 0 0 1320 864 3066 0 849 377 2893 0 0 94 534 
0 0 0 0 0 2785 0 3362 0 1511 74 2088 0 0 162 14 
0 0 0 0 0 3517 299 2860 0 726 173 2018 0 0 334 69 
0 0 0 0 0 2716 987 1950 0 1740 419 1975 0 0 172 37 
0 0 0 0 0 4712 0 2287 0 561 0 1698 0 13 342 383 
0 0 0 0 0 3294 974 1980 0 1207 349 1800 0 0 328 63 
0 0 0 0 0 2292 997 2161 0 1603 344 2102 0 23 237 237 
0 0 0 0 0 2055 925 3098 0 1527 73 1629 0 220 14 455 
0 0 0 0 0 2773 898 2851 0 1054 0 2135 0 39 65 182 
0 0 0 0 0 2065 557 3434 0 937 316 1736 0 76 228 646 
0 0 0 0 0 1784 1115 2652 0 1056 504 2570 0 0 70 246 
0 0 0 0 0 3229 1009 2300 0 827 413 1775 0 0 343 100 
0 0 0 0 0 3250 979 2628 0 1493 139 933 0 155 248 171 
0 0 0 0 0 3229 266 2557 0 1284 289 1898 0 0 370 104 
0 0 0 0 0 3703 846 2094 0 1248 388 1428 0 27 110 152 
0 0 0 0 0 3226 523 2023 0 1428 476 1833 0 107 142 238 
0 0 0 0 0 1810 593 2922 0 2314 44 2062 0 0 148 103 
0 0 0 0 0 2513 930 1968 0 2154 119 1768 0 0 545 0 
0 0 0 0 0 1352 564 2526 0 2867 222 1991 0 44 297 133 
0 0 0 0 0 1853 547 2947 0 2437 248 1032 0 223 174 534 
0 0 0 0 0 3239 736 2491 0 1403 385 1590 0 0 105 46 
0 0 0 0 0 1868 321 3465 0 1930 173 1435 0 86 495 222 
0 0 0 0 0 2433 560 3112 0 1755 176 1799 0 0 162 0 
0 0 0 0 0 2618 1183 3272 0 724 445 1573 0 0 139 41 
0 0 0 0 0 2390 537 2616 0 1584 410 1753 0 0 523 183 
