30 16
0 0 0 0 0 5086 409 1831 0 1681 0 581 0 0 387 21 
0 173 28 318 0 3768 0 2202 0 0 1217 1971 0 0 0 318 
0 0 0 0 0 6062 406 1125 0 375 31 1500 0 0 468 31 
0 0 0 0 0 5340 0 1590 0 681 909 1477 0 0 0 0 
0 0 0 0 0 2962 493 1893 0 164 329 3703 0 0 82 370 
0 0 0 0 0 5626 0 1867 0 0 614 1744 0 0 0 147 
0 0 0 0 0 5075 0 1136 0 50 1994 1616 0 0 126 0 
0 0 0 0 0 6404 0 955 0 0 252 1825 0 0 533 28 
0 0 0 0 0 6140 0 732 0 0 732 1887 0 0 507 0 
0 173 69 311 0 3702 0 2698 0 380 346 1764 0 0 0 553 
0 0 0 0 0 5787 0 1340 0 510 617 1531 0 0 0 212 
0 0 0 0 0 6309 129 774 0 0 1107 1217 0 0 424 36 
0 0 0 0 0 4245 679 1226 0 169 773 1792 0 0 509 603 
0 0 0 0 0 5231 567 1386 0 21 1134 1449 0 0 0 210 
0 0 0 0 0 3977 422 1866 0 88 1644 1800 0 0 22 177 
0 0 0 0 0 5650 179 1614 0 246 179 1547 0 0 224 358 
0 0 0 0 0 4285 281 1873 0 46 515 2295 0 0 163 538 
0 0 0 0 0 5177 163 1307 0 54 1089 1498 0 0 463 245 
0 0 0 0 0 5000 0 1740 0 24 735 1985 0 0 392 122 
0 0 0 0 0 4441 687 1776 0 0 773 2091 0 0 85 143 
0 0 0 0 0 5213 174 1569 0 0 1240 1531 0 0 19 251 
0 0 0 0 0 5360 400 1013 0 0 1146 1680 0 0 320 80 
0 0 0 0 0 3552 0 1798 0 0 2280 2149 0 0 219 0 
0 0 0 0 0 7103 0 1162 0 0 359 1374 0 0 0 0 
0 0 0 0 0 5284 0 1107 0 28 1903 1534 0 0 28 113 
0 0 0 0 0 5046 0 1354 0 18 1781 1725 0 0 0 74 
0 0 0 0 0 5730 132 1415 0 287 176 1836 0 0 309 110 
0 0 0 0 0 5543 177 1419 0 0 620 1640 0 0 598 0 
0 0 0 0 0 4118 0 1804 0 63 1443 2101 0 0 212 254 
0 0 0 0 0 4636 0 1591 0 0 353 2220 0 0 903 294 
