9 9
384 1036 1968 1339 1345 1072 586 437 191 
705 1938 1582 756 949 1782 1042 422 24 
1852 2301 588 525 797 2164 1157 237 52 
3947 1453 785 836 1800 2548 1235 531 467 
3789 2324 2052 2268 3124 2864 1900 1364 1329 
1135 946 954 1517 2595 2002 968 767 678 
61 206 203 1134 1765 1124 416 190 254 
0 106 227 1172 1534 832 188 16 51 
0 73 355 1335 1300 685 228 0 0 
