100 16
0 0 0 0 0 2447 293 636 0 624 110 1015 0 232 0 4638 
0 0 0 0 0 3333 85 0 0 85 3333 170 0 0 0 2991 
0 0 0 0 0 2966 919 527 0 1155 227 436 0 0 45 3721 
0 0 0 0 0 3272 366 1121 0 91 686 1235 0 0 0 3226 
0 0 0 0 0 129 787 550 0 2675 431 107 0 0 0 5318 
0 0 0 0 0 2060 1018 679 0 93 948 550 0 351 0 4297 
0 0 0 0 0 1364 16 947 0 144 1621 706 0 0 0 5200 
0 0 0 0 0 2344 185 370 0 101 1399 573 0 0 33 4991 
0 0 0 0 0 5270 437 0 0 62 937 104 0 0 895 2291 
0 0 0 0 0 777 182 1302 0 1577 388 834 0 0 0 4937 
0 0 0 0 0 4412 757 1201 0 52 1540 339 0 0 0 1697 
0 0 0 0 0 1838 671 0 0 247 2365 413 0 402 0 4059 
0 0 0 0 0 3459 0 188 0 62 2327 440 0 0 0 3522 
0 0 0 0 0 3185 927 40 0 120 1774 685 0 40 0 3225 
0 0 0 0 0 1727 162 487 0 60 691 1077 0 0 0 5792 
0 0 0 0 0 3125 364 520 0 78 182 729 0 0 0 5000 
0 0 0 0 0 2962 237 205 0 118 162 1221 0 302 0 4789 
0 0 0 0 0 274 515 618 0 2920 481 378 0 0 0 4810 
0 0 0 0 0 2507 721 721 0 282 1802 532 0 0 0 3432 
0 0 0 0 0 1395 199 1196 0 3421 664 664 0 0 0 2458 
0 0 0 0 0 2803 606 643 0 113 2651 113 0 0 0 3068 
0 0 0 0 0 210 1709 163 0 3583 234 93 0 23 0 3981 
0 0 0 0 0 1063 764 522 0 2294 130 186 0 0 0 5037 
0 0 0 0 0 1097 189 864 0 84 1729 569 0 0 21 5443 
0 0 0 0 0 3808 407 142 0 20 773 733 0 427 20 3665 
0 0 0 0 0 3348 302 186 0 790 0 1279 0 139 0 3953 
0 0 0 0 0 2142 1052 646 0 762 57 1167 0 19 38 4111 
0 0 0 0 0 2908 769 619 0 919 103 544 0 9 28 4099 
0 0 0 0 0 2435 403 1161 0 1129 129 661 0 16 32 4032 
0 0 0 0 0 2176 294 1823 0 205 88 1676 0 117 0 3617 
0 0 0 0 0 1562 67 978 0 2975 135 394 0 67 0 3817 
0 0 0 0 0 1507 606 2094 0 1127 511 123 0 0 56 3971 
0 0 0 0 0 3314 376 57 0 57 2199 361 0 0 0 3632 
0 0 0 0 0 3145 640 18 0 112 1242 696 0 282 0 3860 
0 0 0 0 0 1881 1237 1064 0 297 1064 569 0 0 74 3811 
0 0 0 0 0 2113 417 442 0 245 2137 417 0 147 0 4078 
0 0 0 0 0 2907 626 175 0 125 413 1065 0 0 0 4686 
0 0 0 0 0 3106 502 463 0 1066 15 857 0 0 85 3902 
0 0 0 0 0 649 266 1405 0 1980 319 628 0 0 0 4749 
0 0 0 0 0 1359 120 1993 0 271 1238 604 0 0 0 4410 
0 0 0 0 0 49 385 1181 0 2699 398 149 0 0 0 5136 
0 0 0 0 0 4494 322 143 0 80 1110 393 0 8 0 3446 
0 0 0 0 0 99 1215 1513 0 1240 74 397 0 0 0 5459 
0 0 0 0 0 2539 697 855 0 52 78 1197 0 0 0 4578 
0 0 0 0 0 1782 910 1434 0 329 1686 96 0 0 38 3720 
0 0 0 0 0 2418 653 0 0 522 1437 849 0 0 0 4117 
0 0 0 0 0 2787 704 704 0 790 14 804 0 100 86 4008 
0 0 0 0 0 2557 285 492 0 746 111 1056 0 111 0 4638 
0 0 0 0 0 2107 731 1424 0 760 461 702 0 0 96 3715 
0 0 0 0 0 2985 187 995 0 2166 175 316 0 0 46 3126 
0 0 0 0 0 1609 342 1438 0 171 753 924 0 136 0 4623 
0 0 0 0 0 3139 387 1247 0 559 258 860 0 0 21 3526 
0 0 0 0 0 2916 865 608 0 352 32 961 0 0 0 4262 
0 0 0 0 0 4310 762 439 0 293 557 410 0 0 29 3196 
0 0 0 0 0 2705 1044 895 0 1194 93 55 0 0 37 3973 
0 0 0 0 0 1646 252 1306 0 1427 219 142 0 76 0 4928 
0 0 0 0 0 378 772 621 0 363 1484 606 0 0 60 5712 
0 0 0 0 0 3248 592 761 0 50 101 1116 0 0 0 4128 
0 0 0 0 0 1094 283 1962 0 2358 188 113 0 0 0 4000 
0 0 0 0 0 1138 325 1043 0 1436 311 460 0 0 0 5284 
0 0 0 0 0 3100 3156 921 0 83 446 391 0 0 0 1899 
0 0 0 0 0 2013 423 456 0 67 1235 575 0 0 33 5194 
0 0 0 0 0 3564 0 1057 0 574 845 181 0 0 241 3534 
0 0 0 0 0 3185 498 1717 0 27 2105 249 0 0 0 2216 
0 0 0 0 0 3506 934 346 0 722 221 510 0 0 57 3699 
0 0 0 0 0 1982 535 428 0 517 428 1410 0 0 0 4696 
0 0 0 0 0 1962 185 1549 0 599 247 619 0 0 82 4752 
0 0 0 0 0 625 562 937 0 1812 354 937 0 0 0 4770 
0 0 0 0 0 3237 1004 79 0 47 1770 558 0 0 0 3301 
0 0 0 0 0 3322 1340 96 0 56 1540 714 0 40 32 2857 
0 0 0 0 0 2471 1122 617 0 819 252 340 0 0 12 4363 
0 0 0 0 0 1561 510 960 0 150 1261 750 0 0 0 4804 
0 0 0 0 0 3121 1271 289 0 28 664 578 0 0 0 4046 
0 0 0 0 0 996 88 1227 0 1209 480 1672 0 0 0 4323 
0 0 0 0 0 2103 39 661 0 595 489 1269 0 0 119 4722 
0 0 0 0 0 2892 245 326 0 81 1911 457 0 0 0 4084 
0 0 0 0 0 2305 1027 2005 0 150 1729 150 0 0 25 2606 
0 0 0 0 0 3264 725 569 0 233 77 1062 0 0 51 4015 
0 0 0 0 0 2453 848 627 0 129 424 756 0 0 202 4557 
0 0 0 0 0 4127 290 0 0 174 3081 174 0 0 0 2151 
0 0 0 0 0 2942 1189 252 0 162 1198 325 0 73 0 3854 
0 0 0 0 0 4383 419 603 0 104 498 551 0 0 52 3385 
0 0 0 0 0 3971 1376 333 0 144 28 971 0 0 0 3173 
0 0 0 0 0 3555 45 137 0 22 2270 389 0 0 0 3577 
0 0 0 0 0 241 376 2392 0 2123 188 1263 0 0 0 3413 
0 0 0 0 0 1694 226 1097 0 262 1742 238 0 0 107 4630 
0 0 0 0 0 2987 430 329 0 1569 151 784 0 0 658 3088 
0 0 0 0 0 2376 44 328 0 418 3153 179 0 0 0 3497 
0 0 0 0 0 3269 1348 674 0 941 0 890 0 0 50 2824 
0 0 0 0 0 2776 385 848 0 565 154 1491 0 0 0 3778 
0 0 0 0 0 845 1952 1171 0 3817 0 195 0 0 86 1930 
0 0 0 0 0 200 0 1988 0 1587 1602 300 0 0 42 4277 
0 0 0 0 0 1440 922 760 0 2411 32 404 0 0 0 4029 
0 0 0 0 0 229 610 1908 0 2137 76 534 0 0 0 4503 
0 0 0 0 0 1564 283 655 0 1713 223 864 0 0 0 4694 
0 0 0 0 0 1566 0 1196 0 1937 1282 911 0 56 0 3048 
0 0 0 0 0 1682 760 598 0 2621 32 647 0 145 0 3511 
0 0 0 0 0 3231 137 426 0 91 2820 60 0 0 30 3201 
0 0 0 0 0 2892 1412 387 0 159 523 1093 0 0 45 3485 
0 0 0 0 0 1554 259 1067 0 106 1051 731 0 121 0 5106 
