9 9
2506 3362 3727 3742 3549 3159 2494 1814 976 
3576 1966 1248 680 361 781 1741 2454 2276 
1865 2488 1904 1207 1106 1653 2121 1750 1908 
430 1265 2979 3325 2832 1753 1199 681 634 
281 1850 2966 3318 2543 1260 442 374 221 
1636 2248 1507 1731 1885 1403 927 355 335 
3741 954 829 955 1531 1279 1113 600 467 
3884 957 731 924 1548 1368 889 610 476 
1971 3119 3487 3232 2628 1498 864 393 134 
