94 0 0 1 1 4 0 0 0 0 
0 60 2 1 5 1 2 1 26 2 
2 0 95 0 1 0 0 0 2 0 
0 0 4 92 1 1 0 0 2 0 
0 0 0 0 96 1 0 0 1 2 
1 0 0 2 5 91 0 0 1 0 
0 1 0 0 0 2 94 0 3 0 
0 0 0 0 0 1 0 91 2 6 
0 1 0 14 1 8 0 0 76 0 
0 0 0 2 4 1 0 14 12 67 
