98 0 0 0 2 0 0 0 0 0 
0 69 7 1 3 0 1 19 0 0 
0 0 98 1 0 0 0 0 1 0 
0 0 0 94 0 0 0 5 0 1 
0 0 0 0 98 0 1 0 0 1 
0 4 0 0 0 93 0 0 0 3 
0 0 1 0 0 2 97 0 0 0 
0 0 0 0 0 0 0 98 0 2 
1 0 0 0 0 0 0 0 99 0 
1 0 0 7 1 0 0 0 0 91 
